,Fairness Metric,Fairness Metric,Compatibility,Compatibility,Allocation,Allocation,Allocation,Results,Results,nDCG
883,0.425,0.504,,,1.0,0.0,1,"[('496', 13.473609764323186), ('294', 12.907883678609755), ('721', 12.43112586221738), ('905', 12.147957485339969), ('297', 10.543954788055338), ('893', 10.047049497658469), ('402', 9.394892319570346), ('877', 8.892143522681717), ('913', 8.67804120558905), ('490', 8.604736722963624)]","[('496', 10.77888781145855), ('294', 10.326306942887804), ('721', 9.944900689773904), ('905', 9.718365988271977), ('297', 8.43516383044427), ('893', 8.137639598126775), ('402', 7.515913855656277), ('877', 7.113714818145374), ('913', 6.942432964471241), ('490', 6.883789378370899)]",1.0
884,0.42999999999999994,0.51,,,1.0,0.0,1,"[('889', 6.245307611144634), ('205', 6.0722077027881785), ('694', 5.21933817799233), ('800', 4.890727420839442), ('839', 4.809037052676283), ('910', 4.672340113445151), ('127', 4.45706452660268), ('903', 4.445232670713658), ('55', 4.1624201008265835), ('678', 4.15664889965592)]","[('889', 4.996246088915708), ('205', 4.8577661622305435), ('694', 4.175470542393864), ('800', 3.9125819366715535), ('839', 3.8472296421410266), ('910', 3.737872090756121), ('127', 3.665651621282144), ('903', 3.5561861365709264), ('55', 3.329936080661267), ('678', 3.3253191197247363)]",1.0
885,0.425,0.508,,,1.0,0.0,1,"[('414', 5.4352933796091065), ('149', 4.698974588480567), ('7', 4.698689483599562), ('893', 4.424064932414915), ('402', 4.076941108920036), ('535', 3.973387650892123), ('566', 3.8454115585338773), ('157', 3.7764546964820482), ('316', 3.643145120366302), ('809', 3.3299516695066873)]","[('414', 4.348234703687285), ('149', 3.759179670784454), ('7', 3.75895158687965), ('893', 3.639251945931932), ('402', 3.261552887136029), ('535', 3.1787101207136987), ('566', 3.076329246827102), ('157', 3.0211637571856387), ('316', 2.914516096293042), ('809', 2.66396133560535)]",1.0
886,0.425,0.512,,,1.0,0.0,1,"[('137', 8.082953982043973), ('615', 7.722561324690196), ('986', 7.327124611568373), ('572', 6.949545278367654), ('532', 5.703892143549407), ('277', 5.5129028291969995), ('634', 5.1748031563471475), ('271', 4.951283383266977), ('726', 4.500659197225766), ('267', 4.367770436435112)]","[('137', 6.466363185635179), ('615', 6.278049059752157), ('986', 5.861699689254699), ('572', 5.559636222694124), ('532', 4.563113714839526), ('277', 4.4103222633576), ('634', 4.139842525077718), ('271', 3.9610267066135822), ('726', 3.600527357780613), ('267', 3.4942163491480898)]",1.0
887,0.42999999999999994,0.512,,,1.0,0.0,1,"[('350', 11.836967861814419), ('916', 7.636091705723727), ('382', 6.612419481847446), ('569', 6.441981421760467), ('256', 6.344452392976368), ('600', 5.549772149172183), ('446', 5.485908376245083), ('202', 5.391932187104511), ('193', 5.309418824848154), ('948', 5.19146551525109)]","[('350', 9.469574289451534), ('916', 6.108873364578982), ('382', 5.2899355854779575), ('569', 5.153585137408374), ('256', 5.075561914381095), ('600', 4.439817719337746), ('446', 4.388726700996067), ('202', 4.313545749683609), ('193', 4.2475350598785235), ('948', 4.153172412200872)]",1.0
888,0.425,0.512,,,1.0,0.0,1,"[('307', 11.79204133350308), ('117', 11.571238082119171), ('423', 10.754833795114925), ('65', 10.549931545984588), ('483', 9.349506101024959), ('358', 9.306272138769385), ('330', 9.143550553640463), ('230', 8.85566100991469), ('961', 8.650810620736928), ('345', 8.517595407654898)]","[('307', 9.433633066802464), ('117', 9.256990465695337), ('423', 8.60386703609194), ('65', 8.43994523678767), ('483', 7.479604880819967), ('358', 7.445017711015509), ('330', 7.31484044291237), ('230', 7.084528807931753), ('961', 7.020648496589542), ('345', 6.814076326123919)]",1.0
889,0.425,0.51,,,1.0,0.0,1,"[('389', 8.668401699498654), ('230', 7.0332121832104075), ('317', 6.446292241876999), ('847', 6.318015798871786), ('448', 6.223325990403769), ('722', 6.167466571670925), ('35', 5.44683910603288), ('177', 5.312246329315954), ('473', 5.247502591810146), ('214', 5.244858499893511)]","[('389', 6.934721359598924), ('230', 5.626569746568326), ('317', 5.1570337935016), ('448', 5.078660792323015), ('847', 5.054412639097429), ('722', 4.93397325733674), ('35', 4.357471284826304), ('177', 4.349797063452763), ('473', 4.198002073448117), ('214', 4.195886799914809)]",0.9996669448468836
890,0.43499999999999994,0.516,,,1.0,0.0,1,"[('358', 8.262392486719571), ('905', 8.168853341567203), ('792', 7.981292476044338), ('478', 6.878945491737513), ('117', 6.763718876000846), ('399', 6.611644734370568), ('39', 6.466325071360276), ('168', 6.280207895612596), ('530', 6.100102180234379), ('854', 5.870283843768679)]","[('358', 6.6099139893756576), ('905', 6.535082673253763), ('792', 6.385033980835471), ('478', 5.503156393390011), ('117', 5.410975100800677), ('399', 5.289315787496455), ('39', 5.173060057088222), ('168', 5.024166316490078), ('530', 4.880081744187503), ('854', 4.696227075014943)]",1.0
891,0.43499999999999994,0.514,,,1.0,0.0,1,"[('309', 7.200048359114223), ('300', 5.69404488473811), ('358', 5.679969126179439), ('464', 5.593618103451637), ('65', 5.414927783658987), ('710', 5.193673411595226), ('103', 5.14466044694183), ('924', 4.90728449319127), ('968', 4.838022828083551), ('881', 4.742192520204419)]","[('309', 5.760038687291378), ('464', 4.57489448276131), ('300', 4.555235907790489), ('358', 4.5439753009435515), ('65', 4.33194222692719), ('710', 4.154938729276181), ('103', 4.115728357553464), ('924', 3.925827594553016), ('968', 3.8704182624668406), ('881', 3.7937540161635357)]",0.9977062938811737
892,0.43499999999999994,0.516,,,1.0,0.0,1,"[('180', 9.546091730695101), ('777', 9.163643365989408), ('271', 9.018190938749493), ('517', 8.913426873717682), ('326', 7.582608363108321), ('65', 6.933123716993676), ('300', 6.747864978239734), ('493', 6.67419686539862), ('440', 6.486380626167029), ('344', 6.434855480418952)]","[('180', 7.636873384556082), ('777', 7.330914692791527), ('271', 7.214552750999594), ('517', 7.130741498974146), ('326', 6.066086690486657), ('65', 5.546498973594941), ('300', 5.398291982591788), ('493', 5.3393574923188964), ('440', 5.189104500933624), ('344', 5.147884384335162)]",1.0
893,0.42999999999999994,0.514,,,1.0,0.0,1,"[('3', 9.700875622514076), ('925', 7.344983485827328), ('138', 7.199918570692597), ('191', 6.353182738220229), ('792', 5.725371940466938), ('111', 5.720705616202428), ('932', 5.382829972591843), ('738', 5.106633938281412), ('568', 4.613226419140222), ('363', 4.5883273700083915)]","[('3', 7.760700498011261), ('925', 5.875986788661862), ('138', 5.759934856554079), ('191', 5.082546190576184), ('792', 4.58029755237355), ('111', 4.576564492961943), ('932', 4.306263978073474), ('738', 4.0853071506251295), ('363', 3.7706618960067133), ('568', 3.690581135312178)]",0.9999955155084318
894,0.43499999999999994,0.512,,,1.0,0.0,1,"[('428', 8.098019854097991), ('201', 7.466685809001103), ('186', 7.08844922321971), ('630', 7.059101082267683), ('894', 6.952946644519849), ('590', 6.867382198413513), ('584', 6.626321802706617), ('907', 6.454241433233984), ('176', 6.150598809779833), ('470', 5.9650741317917655)]","[('428', 6.478415883278394), ('201', 5.973348647200883), ('186', 5.770759378575768), ('630', 5.647280865814147), ('894', 5.56235731561588), ('590', 5.493905758730811), ('584', 5.301057442165294), ('907', 5.2633931465871875), ('176', 4.920479047823867), ('470', 4.772059305433412)]",1.0
895,0.44499999999999995,0.512,,,1.0,0.0,1,"[('358', 12.085462899978282), ('311', 6.852289740165826), ('457', 6.798853328556859), ('791', 6.436789047449046), ('986', 6.274285540670008), ('101', 6.213328753077601), ('769', 6.189451758008603), ('487', 6.110643492066776), ('35', 6.063702745206213), ('128', 5.927135297806014)]","[('358', 9.668370319982627), ('311', 5.481831792132661), ('457', 5.439082662845488), ('791', 5.149431237959237), ('986', 5.019428432536007), ('487', 4.988514793653421), ('101', 4.970663002462081), ('769', 4.951561406406882), ('35', 4.850962196164971), ('128', 4.7417082382448115)]",0.9999599944870308
896,0.44999999999999996,0.514,,,1.0,0.0,1,"[('141', 6.22661857523064), ('647', 5.925756301455385), ('693', 5.1863967471215116), ('233', 4.952509355638761), ('76', 4.671551798633034), ('749', 4.114673015233798), ('684', 4.074032004440267), ('520', 4.042105156888096), ('273', 3.9461526555842403), ('427', 3.7484446574694337)]","[('141', 4.981294860184512), ('647', 4.740605041164308), ('693', 4.14911739769721), ('233', 3.962007484511009), ('76', 3.7372414389064277), ('749', 3.391738412187039), ('684', 3.2592256035522134), ('520', 3.233684125510477), ('273', 3.1569221244673926), ('427', 2.9987557259755473)]",1.0
897,0.45499999999999996,0.514,,,1.0,0.0,1,"[('572', 6.609809102752938), ('664', 5.508575284263323), ('597', 5.405556967359682), ('282', 4.391871039476351), ('986', 4.26915793276042), ('215', 4.1794198460028396), ('372', 4.0939288364445146), ('889', 3.909189356512789), ('997', 3.8854536092710017), ('370', 3.8549257419203746)]","[('572', 5.287847282202351), ('597', 4.424445573887746), ('664', 4.406860227410658), ('282', 3.5134968315810813), ('986', 3.415326346208336), ('215', 3.343535876802272), ('372', 3.275143069155612), ('889', 3.1273514852102315), ('997', 3.1083628874168014), ('370', 3.0839405935363)]",0.9977802572325714
898,0.45499999999999996,0.52,,,1.0,0.0,1,"[('818', 10.74593187315639), ('986', 8.83682247324716), ('544', 8.804118938658927), ('473', 8.690236363907413), ('819', 7.2938253283967125), ('97', 7.008905408802976), ('307', 6.983280201657644), ('887', 6.906283211608608), ('751', 6.589268822517111), ('367', 6.5168552166804705)]","[('818', 8.596745498525113), ('986', 7.069457978597729), ('544', 7.043295150927142), ('473', 6.9521890911259305), ('819', 5.83506026271737), ('887', 5.625026569286886), ('97', 5.607124327042381), ('307', 5.586624161326116), ('751', 5.271415058013689), ('367', 5.213484173344376)]",0.9998790895975892
899,0.45499999999999996,0.524,,,1.0,0.0,1,"[('389', 8.252430566361959), ('486', 7.343509120173067), ('991', 6.887396824324157), ('803', 6.7302373005126395), ('517', 6.529177777939391), ('85', 6.490570142492263), ('314', 6.050794585198896), ('435', 5.957858165014205), ('975', 5.67896378722482), ('323', 5.370426317660826)]","[('389', 6.601944453089567), ('486', 5.874807296138454), ('991', 5.509917459459326), ('803', 5.384189840410112), ('85', 5.29245611399381), ('517', 5.223342222351513), ('314', 4.840635668159117), ('435', 4.766286532011364), ('975', 4.543171029779856), ('323', 4.296341054128661)]",0.9998840613379346
900,0.45499999999999996,0.522,,,1.0,0.0,1,"[('761', 5.910277101361349), ('181', 5.212679449681122), ('679', 5.088350017476287), ('23', 4.653550071304591), ('358', 4.614143602755773), ('314', 4.439480656464824), ('976', 4.418551584948622), ('208', 4.335209259132532), ('854', 4.2026171981236855), ('493', 4.082200306717249)]","[('761', 4.72822168108908), ('181', 4.170143559744898), ('679', 4.07068001398103), ('23', 3.7228400570436726), ('358', 3.6913148822046185), ('314', 3.55158452517186), ('976', 3.534841267958898), ('208', 3.468167407306026), ('854', 3.3620937584989488), ('493', 3.2657602453737997)]",1.0
901,0.45499999999999996,0.524,,,1.0,0.0,1,"[('576', 6.661599134828434), ('636', 6.446433408231359), ('259', 6.393008505792533), ('319', 6.321485367436888), ('924', 6.09980021789393), ('952', 5.437091817582436), ('132', 5.312342374700544), ('333', 5.207475680917282), ('318', 5.199454660207916), ('967', 4.6172742731893575)]","[('576', 5.329279307862747), ('319', 5.157188293949511), ('636', 5.157146726585087), ('259', 5.114406804634027), ('924', 4.879840174315144), ('952', 4.349673454065949), ('132', 4.249873899760435), ('333', 4.165980544733826), ('318', 4.159563728166333), ('967', 3.6938194185514863)]",0.99607571797298
902,0.45499999999999996,0.522,,,1.0,0.0,1,"[('247', 6.50179355858476), ('246', 5.549908440023354), ('350', 5.446648285332679), ('998', 5.083824349336746), ('797', 4.1812561079713575), ('799', 4.068274649886528), ('172', 4.0395470257299735), ('764', 3.872303831694679), ('719', 3.687482943812153), ('294', 3.64826368057656)]","[('247', 5.201434846867809), ('246', 4.439926752018684), ('350', 4.357318628266143), ('998', 4.067059479469397), ('797', 3.3450048863770863), ('799', 3.254619719909223), ('172', 3.231637620583979), ('764', 3.097843065355743), ('719', 2.9499863550497225), ('294', 2.918610944461248)]",1.0
903,0.44999999999999996,0.524,,,1.0,0.0,1,"[('652', 8.59766682810525), ('46', 8.181743171527264), ('255', 7.955693588327646), ('178', 7.76190850807688), ('986', 7.279898473831249), ('137', 6.809847402085802), ('684', 5.991246101913431), ('452', 5.691516687733348), ('223', 5.608120796721975), ('839', 4.940737332591894)]","[('652', 6.9781334624842), ('46', 6.545394537221812), ('255', 6.364554870662118), ('178', 6.209526806461504), ('986', 5.823918779065), ('137', 5.447877921668642), ('684', 4.792996881530745), ('452', 4.553213350186678), ('223', 4.48649663737758), ('839', 3.9525898660735153)]",1.0
904,0.45499999999999996,0.526,,,1.0,0.0,1,"[('256', 9.624671241553381), ('277', 8.37742148736314), ('395', 6.425775171217391), ('180', 6.248843600345448), ('54', 5.998546758959246), ('860', 5.900119878746444), ('370', 5.7750253371598), ('645', 5.76293547444685), ('609', 5.591803397887188), ('386', 5.225417895617915)]","[('256', 7.6997369932427056), ('277', 6.701937189890512), ('395', 5.140620136973913), ('180', 4.999074880276359), ('54', 4.7988374071673965), ('860', 4.720095902997155), ('370', 4.62002026972784), ('645', 4.610348379557481), ('609', 4.473442718309751), ('386', 4.180334316494332)]",1.0
905,0.44999999999999996,0.53,,,1.0,0.0,1,"[('979', 11.114827489112836), ('372', 10.296883122579674), ('80', 9.291113635649499), ('574', 8.031871663118553), ('109', 7.511483761447621), ('177', 7.422404804382392), ('316', 7.367316566424726), ('618', 7.192679123866511), ('384', 6.901727090221874), ('35', 6.7544023403922955)]","[('979', 8.891861991290268), ('372', 8.23750649806374), ('80', 7.4328909085195995), ('574', 6.425497330494842), ('177', 6.037923843505913), ('109', 6.009187009158097), ('316', 5.893853253139781), ('618', 5.754143299093209), ('384', 5.621381672177499), ('35', 5.403521872313837)]",0.9999103043097258
906,0.45499999999999996,0.53,,,1.0,0.0,1,"[('309', 9.115399276995122), ('979', 7.866942192421617), ('827', 7.555353223747586), ('574', 6.358438738657192), ('328', 6.252184886947614), ('423', 5.787289730698727), ('306', 5.681811845322328), ('431', 5.116865120146927), ('363', 4.972728372211494), ('588', 4.958426322948448)]","[('309', 7.292319421596098), ('979', 6.293553753937294), ('827', 6.044282578998069), ('574', 5.086750990925754), ('328', 5.001747909558091), ('306', 4.645449476257863), ('423', 4.629831784558982), ('431', 4.1934920961175415), ('363', 4.078182697769195), ('588', 3.9667410583587586)]",0.9999034474859341
907,0.46499999999999997,0.532,,,1.0,0.0,1,"[('181', 7.5484982679968535), ('341', 6.835214742722287), ('738', 6.210060516849332), ('848', 6.011143411432899), ('93', 5.593791811376768), ('617', 5.549627460713017), ('184', 5.4559248002729746), ('562', 5.143668844718424), ('77', 4.983076227889019), ('320', 4.880570584817844)]","[('181', 6.038798614397483), ('341', 5.46817179417783), ('738', 4.968048413479465), ('848', 4.80891472914632), ('93', 4.4750334491014145), ('617', 4.4397019685704135), ('184', 4.3647398402183795), ('562', 4.114935075774739), ('77', 3.9864609823112156), ('320', 3.904456467854275)]",1.0
908,0.46499999999999997,0.53,,,1.0,0.0,1,"[('827', 7.64531773551709), ('77', 7.024395649738845), ('112', 6.469243679757657), ('30', 6.346523679503677), ('423', 6.2871517042970995), ('793', 5.927801209324051), ('954', 5.332223805042892), ('780', 5.240478228319855), ('391', 5.1056118332593305), ('743', 4.689254256086951)]","[('827', 6.116254188413673), ('77', 5.619516519791077), ('112', 5.1753949438061255), ('30', 5.077218943602942), ('423', 5.02972136343768), ('793', 4.742240967459241), ('954', 4.365779044034313), ('780', 4.192382582655884), ('391', 4.084489466607464), ('743', 3.751403404869561)]",1.0
909,0.45999999999999996,0.536,,,1.0,0.0,1,"[('77', 10.145495525660317), ('483', 7.141223398694483), ('921', 6.803481540482978), ('266', 6.649606488493645), ('799', 6.52012006368379), ('722', 6.236148856875431), ('351', 6.19844388878356), ('384', 6.187351230358334), ('407', 5.735379513401744), ('535', 5.685293753326367)]","[('77', 8.116396420528254), ('483', 5.712978718955586), ('921', 5.442785232386383), ('266', 5.3196851907949165), ('799', 5.216096050947033), ('384', 5.049880984286667), ('722', 4.988919085500346), ('351', 4.958755111026848), ('407', 4.588303610721396), ('535', 4.548235002661094)]",0.9999537425949834
910,0.45999999999999996,0.54,,,1.0,0.0,1,"[('854', 12.053064252687545), ('7', 10.537370449546058), ('345', 10.502307089885804), ('409', 9.488218715384365), ('9', 9.365806878630483), ('670', 9.299883631349159), ('618', 8.281024604881136), ('117', 7.877528550045096), ('248', 7.86792084048821), ('754', 7.595440819920128)]","[('854', 9.642451402150037), ('7', 8.429896359636848), ('345', 8.401845671908644), ('409', 7.5905749723074925), ('9', 7.492645502904387), ('670', 7.439906905079328), ('618', 6.624819683904909), ('117', 6.302022840036077), ('248', 6.2943366723905685), ('754', 6.076352655936103)]",1.0
911,0.44999999999999996,0.542,,,1.0,0.0,1,"[('205', 5.249806082652447), ('329', 4.049422735944088), ('352', 4.03225809000851), ('285', 3.9097737072330814), ('551', 3.835655037100829), ('206', 3.5612613634984895), ('886', 3.0997800261384025), ('428', 3.0222556914942227), ('767', 2.8693921767638337), ('529', 2.724334659101829)]","[('205', 4.199844866121958), ('352', 3.325806472006808), ('329', 3.2395381887552706), ('285', 3.1278189657864655), ('551', 3.0685240296806633), ('206', 2.8490090907987917), ('886', 2.4798240209107223), ('428', 2.4178045531953782), ('767', 2.295513741411067), ('529', 2.1794677272814633)]",0.9996707156042522
912,0.44499999999999995,0.544,,,1.0,0.0,1,"[('353', 4.228672035920814), ('232', 3.4712967832988126), ('201', 3.4202784906053125), ('481', 3.3665091679635375), ('157', 3.1849627336436104), ('785', 2.694937346793281), ('468', 2.5599075201426102), ('491', 2.518731577697055), ('22', 2.4453198450542453), ('325', 2.4218272481495564)]","[('353', 3.3829376287366517), ('232', 2.7770374266390503), ('201', 2.7362227924842504), ('481', 2.6932073343708303), ('157', 2.5479701869148883), ('785', 2.155949877434625), ('468', 2.047926016114088), ('491', 2.014985262157644), ('22', 1.9562558760433963), ('325', 1.9374617985196452)]",1.0
913,0.43999999999999995,0.55,,,1.0,0.0,1,"[('559', 12.829479155722634), ('566', 10.526552811019242), ('278', 10.123414938990761), ('606', 8.039131058041312), ('707', 8.011590373424738), ('286', 7.894586113187451), ('265', 7.8668481599684545), ('609', 7.621354182983398), ('24', 7.144598480431212), ('168', 7.011489021234003)]","[('559', 10.263583324578107), ('566', 8.421242248815394), ('278', 8.19873195119261), ('707', 6.50927229873979), ('606', 6.43130484643305), ('286', 6.315668890549961), ('265', 6.293478527974764), ('609', 6.097083346386719), ('24', 5.71567878434497), ('168', 5.6091912169872025)]",0.999976512963348
914,0.43999999999999995,0.556,,,1.0,0.0,1,"[('138', 8.791097016016426), ('967', 7.980056627232451), ('399', 7.009728493044903), ('644', 6.712065736213379), ('924', 6.224663082898959), ('414', 6.000910607027142), ('636', 5.698109511322675), ('117', 5.090994669930628), ('956', 4.926856431927801), ('370', 4.785537217962387)]","[('138', 7.032877612813142), ('967', 6.384045301785961), ('399', 5.607782794435923), ('644', 5.369652588970704), ('924', 4.979730466319168), ('414', 4.800728485621714), ('636', 4.55848760905814), ('117', 4.072795735944502), ('956', 3.941485145542241), ('370', 3.8284297743699103)]",1.0
915,0.43999999999999995,0.554,,,1.0,0.0,1,"[('995', 5.135120017102437), ('329', 4.710605457465768), ('403', 4.323613522276541), ('860', 4.323156465022745), ('867', 4.250600975006548), ('153', 4.028051567159517), ('599', 3.832118617660153), ('857', 3.7848086506046505), ('540', 3.6052238277908413), ('386', 3.5950757675433014)]","[('995', 4.10809601368195), ('329', 3.7684843659726144), ('403', 3.458890817821233), ('860', 3.458525172018196), ('867', 3.4004807800052386), ('153', 3.222441253727614), ('599', 3.065694894128123), ('857', 3.0278469204837206), ('540', 2.8841790622326733), ('386', 2.876060614034641)]",1.0
916,0.42999999999999994,0.554,,,1.0,0.0,1,"[('949', 7.486823655947638), ('268', 7.306464467502193), ('178', 7.0024589421699766), ('818', 6.22171830984832), ('25', 5.580202749577967), ('943', 5.226679309593874), ('892', 5.19809436026143), ('720', 4.766752512830004), ('780', 4.749014907475677), ('234', 4.71373186199425)]","[('949', 5.989458924758111), ('268', 5.845171574001754), ('178', 5.601967153735981), ('818', 4.977374647878657), ('25', 4.464162199662374), ('943', 4.1813434476751), ('892', 4.158475488209144), ('720', 3.813402010264003), ('780', 3.7992119259805417), ('234', 3.7709854895954003)]",1.0
917,0.425,0.55,,,1.0,0.0,1,"[('309', 8.493252890725687), ('979', 7.071205947961633), ('423', 5.669086455319255), ('883', 4.895705645553325), ('893', 4.371474758308572), ('389', 4.125220432614285), ('488', 4.048590818262831), ('530', 4.013545284509803), ('705', 3.737340720689923), ('720', 3.680712294647073)]","[('309', 6.79460231258055), ('979', 5.656964758369306), ('423', 4.535269164255404), ('883', 3.9165645164426603), ('893', 3.5971798066468574), ('389', 3.3001763460914284), ('488', 3.238872654610265), ('530', 3.2108362276078424), ('705', 2.9898725765519387), ('720', 2.9445698357176586)]",1.0
918,0.42999999999999994,0.544,,,1.0,0.0,1,"[('162', 8.317221336997918), ('698', 5.536051455000761), ('838', 5.4684530235884985), ('916', 5.2122295123667275), ('600', 4.949404842421904), ('217', 4.815324862956666), ('923', 4.768043951008157), ('744', 4.720359758906695), ('729', 4.708621106427685), ('534', 4.594093772671705)]","[('162', 6.653777069598334), ('698', 4.428841164000609), ('838', 4.374762418870799), ('916', 4.169783609893382), ('600', 3.9595238739375236), ('217', 3.8522598903653327), ('923', 3.814435160806526), ('744', 3.7762878071253563), ('729', 3.7668968851421485), ('534', 3.6752750181373646)]",1.0
919,0.425,0.538,,,1.0,0.0,1,"[('907', 8.236393980615002), ('628', 7.350028504613835), ('298', 6.453166196821582), ('480', 5.6353342847602095), ('191', 5.60694526344289), ('929', 5.525474702557524), ('470', 5.244874755858222), ('98', 4.684310058133089), ('68', 4.589209404124303), ('80', 4.4854172820692835)]","[('907', 6.689115184492001), ('628', 5.880022803691069), ('298', 5.162532957457266), ('480', 4.508267427808168), ('191', 4.4855562107543125), ('929', 4.42037976204602), ('470', 4.195899804686578), ('98', 3.747448046506472), ('68', 3.671367523299443), ('80', 3.588333825655427)]",1.0
920,0.42999999999999994,0.536,,,1.0,0.0,1,"[('152', 6.287834985652322), ('791', 5.603531240207742), ('294', 5.427763063519457), ('148', 5.045511220091762), ('892', 4.742368756498349), ('830', 4.701217733968091), ('221', 4.691092941651503), ('127', 4.616450225403783), ('949', 4.540028178397886), ('569', 4.508922542904496)]","[('152', 5.0302679885218575), ('791', 4.482824992166194), ('294', 4.342210450815566), ('148', 4.036408976073409), ('892', 3.7938950051986797), ('127', 3.7931601803230266), ('830', 3.7609741871744733), ('221', 3.7528743533212023), ('949', 3.632022542718309), ('569', 3.607138034323597)]",0.9996981027185172
921,0.43499999999999994,0.536,,,1.0,0.0,1,"[('180', 9.148246499095496), ('561', 9.027643359228788), ('568', 8.124041237968228), ('252', 7.899600955828476), ('379', 6.535055450537767), ('77', 6.276628084774825), ('373', 6.0162121340008365), ('910', 5.8444713043443555), ('886', 5.572247021640381), ('966', 5.375161933513709)]","[('180', 7.318597199276397), ('561', 7.222114687383031), ('568', 6.499232990374583), ('252', 6.419680764662781), ('379', 5.228044360430214), ('77', 5.021302467819861), ('373', 4.812969707200669), ('910', 4.675577043475484), ('886', 4.457797617312305), ('966', 4.300129546810967)]",1.0
922,0.43499999999999994,0.532,,,1.0,0.0,1,"[('232', 5.821312786605271), ('282', 5.479908358604929), ('600', 5.2074562530332695), ('311', 4.2862602762087345), ('729', 4.285539218762526), ('15', 4.272309498566811), ('201', 4.205656740027947), ('959', 3.650715486910237), ('358', 3.598322667496653), ('809', 3.4706845492443437)]","[('232', 4.657050229284217), ('282', 4.383926686883943), ('600', 4.165965002426616), ('15', 3.5178475988534488), ('311', 3.429008220966988), ('729', 3.428431375010021), ('201', 3.3645253920223577), ('959', 2.9205723895281896), ('358', 2.8786581339973227), ('809', 2.776547639395475)]",0.9999011457589279
923,0.43499999999999994,0.532,,,1.0,0.0,1,"[('389', 8.519711731877027), ('569', 7.87706692015027), ('230', 7.464377275330649), ('423', 7.344390486744755), ('530', 6.56518966004534), ('881', 6.377151733699098), ('622', 6.310405359996891), ('317', 6.021026536145477), ('132', 5.869572534738681), ('628', 5.771887387279108)]","[('389', 6.815769385501622), ('569', 6.301653536120217), ('230', 5.971501820264519), ('423', 5.875512389395805), ('530', 5.252151728036273), ('881', 5.101721386959279), ('622', 5.048324287997513), ('317', 4.816821228916382), ('132', 4.6956580277909445), ('628', 4.617509909823286)]",1.0
924,0.42999999999999994,0.534,,,1.0,0.0,1,"[('230', 8.967026096664377), ('3', 6.167499357541867), ('948', 5.562693666254544), ('192', 4.7154185657065115), ('464', 4.704159583646031), ('159', 4.432387043783584), ('962', 4.345410678237829), ('745', 4.247309930389853), ('423', 4.085993133043714), ('697', 3.9989315862986428)]","[('230', 7.173620877331501), ('3', 4.9339994860334935), ('948', 4.450154933003636), ('464', 3.863327666916825), ('192', 3.7723348525652094), ('159', 3.5459096350268675), ('962', 3.476328542590263), ('745', 3.3978479443118825), ('423', 3.2687945064349715), ('697', 3.1991452690389144)]",0.999985481642345
925,0.42,0.538,,,1.0,0.0,1,"[('660', 8.854390523608624), ('871', 8.191721790812672), ('587', 7.933462647483902), ('307', 7.632395140512866), ('813', 7.433528886894995), ('857', 7.420561686237865), ('276', 7.000456437501229), ('230', 6.7138976251941695), ('645', 6.5466484860939955), ('2', 6.240556561983374)]","[('660', 7.083512418886899), ('871', 6.553377432650137), ('587', 6.346770117987122), ('307', 6.105916112410293), ('813', 5.9468231095159965), ('857', 5.936449348990292), ('276', 5.700365150000983), ('230', 5.371118100155336), ('645', 5.237318788875196), ('2', 4.9924452495867)]",1.0
926,0.425,0.538,,,1.0,0.0,1,"[('423', 8.125726594060763), ('660', 8.07664573782082), ('177', 7.598439009451661), ('865', 6.386979638168664), ('464', 5.476573114006445), ('739', 4.9257384464614615), ('921', 4.845311387102076), ('379', 4.806371148818819), ('132', 4.796340226948887), ('193', 4.7443892247613615)]","[('423', 6.500581275248611), ('660', 6.461316590256657), ('177', 6.178751207561328), ('865', 5.109583710534931), ('464', 4.481258491205156), ('739', 3.9405907571691694), ('921', 3.876249109681661), ('379', 3.8450969190550555), ('132', 3.83707218155911), ('193', 3.7955113798090894)]",1.0
927,0.42999999999999994,0.536,,,1.0,0.0,1,"[('233', 8.141605612366225), ('53', 6.958430019226138), ('201', 6.632762876289589), ('615', 6.471763061601918), ('865', 6.298166808641287), ('914', 5.393539969865058), ('503', 5.163834648710182), ('954', 5.0842330904287065), ('103', 5.041620529360116), ('285', 4.9974298757587166)]","[('233', 6.513284489892981), ('53', 5.566744015380911), ('201', 5.306210301031672), ('615', 5.277410449281534), ('865', 5.03853344691303), ('914', 4.314831975892047), ('954', 4.167386472342965), ('503', 4.131067718968146), ('103', 4.033296423488093), ('285', 3.9979439006069732)]",0.9999352900816162
928,0.42999999999999994,0.544,,,1.0,0.0,1,"[('710', 9.04284792053497), ('313', 7.562988254704622), ('395', 7.015956127036134), ('607', 6.876270369900609), ('603', 6.045978583831335), ('57', 5.992497770573942), ('880', 5.987744086143149), ('276', 5.815592215804507), ('673', 5.804476322961936), ('286', 5.479639046054828)]","[('710', 7.234278336427976), ('313', 6.050390603763698), ('395', 5.612764901628907), ('607', 5.501016295920487), ('603', 4.836782867065068), ('57', 4.793998216459154), ('880', 4.790195268914519), ('276', 4.752473772643605), ('673', 4.6435810583695485), ('286', 4.383711236843863)]",1.0
